Id,name,Age,nationality,club,league,euro_wage,networth,score_of_100
238164,H. Garba,23,Nigeria,Djurgårdens IF,Swedish Allsvenskan,1000,140000,57
239444,J. Löwe,18,Germany,SG Dynamo Dresden,German 2. Bundesliga,1000,210000,57
226645,A. Bonilla,23,Colombia,Tigres FC,Colombian Primera A,1000,150000,57
239701,R. Schmid,17,Austria,FC Red Bull Salzburg,Austrian Bundesliga,3000,230000,57
239958,N. Leemhuis,19,Netherlands,Heracles Almelo,Holland Eredivisie,1000,150000,57
234072,A. Ralston,18,Scotland,Celtic,Scottish Premiership,3000,190000,57
235096,L. Al Rashdi,22,Saudi Arabia,Ettifaq FC,Saudi Professional League,2000,120000,57
199001,M. Warren,25,Australia,Perth Glory,Australian A-League,1000,100000,57
228953,R. Rosenqvist,20,Sweden,IF Elfsborg,Swedish Allsvenskan,1000,150000,57
237657,E. Orona,18,Mexico,Pachuca,Mexican Liga MX,3000,220000,57
209242,G. Murray,23,Republic of Ireland,Bohemian FC,Rep. Ireland Premier Division,1000,110000,57
240986,M. Cheukoua,20,Cameroon,SCR Altach,Austrian Bundesliga,2000,170000,57
221531,M. Maroši,23,Slovakia,Doncaster Rovers,English League One,1000,100000,57
226139,J. Tamimi,22,Sweden,Jönköpings Södra IF,Swedish Allsvenskan,1000,140000,57
239708,M. Raguž,19,Austria,LASK Linz,Austrian Bundesliga,2000,220000,57
239965,J. Valencia,17,Colombia,CD Los Millionarios Bogota,Colombian Primera A,1000,210000,57
240477,F. Canlı,20,Turkey,Evkur Yeni Malatyaspor,Turkish Süper Lig,2000,170000,57
237407,C. Durkin,17,United States,D.C. United,USA Major League Soccer,1000,180000,57
239455,A. Elvira,20,Mexico,U.N.A.M.,Mexican Liga MX,2000,120000,57
237921,M. Dekovic,23,Croatia,Chicago Fire Soccer Club,USA Major League Soccer,1000,120000,57
239201,A. Ceylan,19,Germany,SC Fortuna Köln,German 3. Liga,1000,180000,57
240993,M. Al Shahrani,21,Saudi Arabia,Al Nassr,Saudi Professional League,4000,150000,57
229731,M. Stevens,19,England,Peterborough United,English League One,1000,200000,57
237667,A. Al Joui,22,Saudi Arabia,Al Batin,Saudi Professional League,2000,180000,57
185187,B. Sielewski,32,Poland,Wisła Płock,Polish Ekstraklasa,1000,60000,57
233060,Y. Khormi,19,Saudi Arabia,Al Ittihad,Saudi Professional League,3000,190000,57
238181,A. García,23,Colombia,Atlético Huila,Colombian Primera A,1000,110000,57
240229,B. Diakité,19,France,Chamois Niortais FC,French Ligue 2,1000,170000,57
225382,A. Campion,27,France,Cork City,Rep. Ireland Premier Division,1000,120000,57
240230,T. Allemand,18,France,Chamois Niortais FC,French Ligue 2,1000,190000,57
240231,I. Madi,19,France,Nîmes Olympique,French Ligue 2,1000,190000,57
239720,A. Al Yahya,28,Saudi Arabia,Ohod Club,Saudi Professional League,4000,110000,57
238953,M. Wolfram,20,Germany,FC Carl Zeiss Jena,German 3. Liga,1000,190000,57
241001,F. Brener,19,Argentina,Belgrano de Córdoba,Argentinian Superliga,1000,190000,57
220779,M. Ridenton,21,New Zealand,Wellington Phoenix,Australian A-League,1000,140000,57
215660,J. Thorsen,27,Denmark,AC Horsens,Danish Superliga,2000,120000,57
235884,O. Krusnell,18,Sweden,Hammarby IF,Swedish Allsvenskan,1000,150000,57
240748,Wanderson,22,Brazil,AFC Eskilstuna,Swedish Allsvenskan,1000,130000,57
237677,R. McCourt,19,Republic of Ireland,West Bromwich Albion,English Premier League,4000,200000,57
225134,A. Bass,19,England,Portsmouth,English League One,1000,140000,57
239726,B. Martínez,21,Mexico,Querétaro,Mexican Liga MX,2000,170000,57
239982,K. Scherbakov,20,Russia,Spartak Moscow,Russian Premier League,5000,140000,57
236655,A. Santopadre,18,Italy,Perugia,Italian Serie B,1000,170000,57
239729,A. Wolniewicz,24,Poland,Górnik Zabrze,Polish Ekstraklasa,1000,110000,57
223091,R. Donelon,21,Republic of Ireland,Sligo Rovers,Rep. Ireland Premier Division,1000,160000,57
228212,A. Helmersen,19,Norway,Rosenborg BK,Norwegian Eliteserien,1000,220000,57
237941,H. Limb,17,England,Burnley,English Premier League,5000,210000,57
238965,O. Kiomourtzoglou,19,Germany,SpVgg Unterhaching,German 3. Liga,1000,200000,57
229238,T. Figueroa,22,Argentina,Vélez Sarsfield,Argentinian Superliga,1000,110000,57
237430,R. Suzuki,23,Japan,Gamba Osaka,Japanese J1 League,1000,100000,57
239734,B. Olszewski,21,Poland,Górnik Zabrze,Polish Ekstraklasa,1000,130000,57
220023,A. Al Shammari,23,Saudi Arabia,Al Taawoun,Saudi Professional League,3000,120000,57
226679,A. Hunter,21,England,Fleetwood Town,English League One,1000,230000,57
240247,H. Flowers,21,England,Burnley,English Premier League,5000,140000,57
235128,N. Maná,23,Argentina,San Martín de San Juan,Argentinian Superliga,2000,140000,57
239737,D. Ledecký,23,Poland,Górnik Zabrze,Polish Ekstraklasa,1000,140000,57
226426,D. Hawkshaw,20,Scotland,Kilmarnock,Scottish Premiership,1000,160000,57
232314,K. Petratos,19,Australia,Newcastle Jets,Australian A-League,1000,220000,57
187259,L. Ovalle,28,Panama,Deportes Tolima,Colombian Primera A,1000,80000,57
219260,F. Dornebusch,22,Germany,VfL Bochum,German 2. Bundesliga,2000,120000,57
234877,F. Buntić,20,Croatia,FC Ingolstadt 04,German 2. Bundesliga,2000,190000,57
224895,F. Serraiocco,23,Italy,Carpi,Italian Serie B,1000,100000,57
232575,F. Hayakawa,23,Japan,Albirex Niigata,Japanese J1 League,1000,120000,57
235135,H. Balic,21,Bosnia Herzegovina,SKN St. Pölten,Austrian Bundesliga,2000,140000,57
238210,B. Bye,27,Norway,Sogndal,Norwegian Eliteserien,1000,120000,57
232579,Y. Ito,24,Japan,Albirex Niigata,Japanese J1 League,1000,130000,57
225668,K. Ahearne-Grant,19,England,Charlton Athletic,English League One,1000,220000,57
235397,N. Freeman,21,England,Wycombe Wanderers,English League Two,2000,150000,57
220807,M. O'Leary,20,England,Bristol City,English Championship,3000,140000,57
231303,L. Grace,24,Republic of Ireland,Shamrock Rovers,Rep. Ireland Premier Division,1000,130000,57
217992,M. Timlin,22,Republic of Ireland,Finn Harps,Rep. Ireland Premier Division,1000,160000,57
232585,N. Sakai,24,Japan,Albirex Niigata,Japanese J1 League,1000,110000,57
237961,T. Gran,18,Norway,Lillestrøm SK,Norwegian Eliteserien,1000,240000,57
220554,A. Timofeev,21,Russia,FC Ural,Russian Premier League,2000,130000,57
231562,J. Meneses,33,Colombia,CD America de Cali,Colombian Primera A,1000,50000,57
236938,M. Wilks,18,England,Accrington Stanley,English League Two,3000,220000,57
238474,M. Chajia,19,Belgium,Novara,Italian Serie B,1000,170000,57
240010,J. Ochoa,20,Colombia,Envigado FC,Colombian Primera A,1000,140000,57
234891,N. Seufert,20,Germany,1. FC Kaiserslautern,German 2. Bundesliga,2000,230000,57
203149,S. Aziz,25,Sweden,GIF Sundsvall,Swedish Allsvenskan,1000,130000,57
230029,E. Zharikov,19,Russia,FC Ural,Russian Premier League,1000,180000,57
234893,G. Mastinu,25,Italy,La Spezia,Italian Serie B,1000,130000,57
234382,N. Landgraf,21,Germany,Hallescher FC,German 3. Liga,1000,130000,57
237710,A. Fletcher,18,England,Plymouth Argyle,English League One,1000,220000,57
222095,C. Burton,20,England,Hull City,English Championship,1000,150000,57
228239,C. Cooper,20,England,Forest Green,English League Two,2000,180000,57
232335,M. Najjar,22,Saudi Arabia,Al Qadisiyah,Saudi Professional League,2000,170000,57
235919,O. Kolak,20,Turkey,Antalyaspor,Turkish Süper Lig,2000,160000,57
225169,T. Mauricio,23,France,Valenciennes FC,French Ligue 2,1000,140000,57
237457,Kim Moo Gun,20,Korea Republic,Jeju United FC,Korean K League Classic,1000,160000,57
236434,H. Muñoz,22,Mexico,Club Tijuana,Mexican Liga MX,2000,130000,57
235923,R. Öktem,20,Turkey,Alanyaspor,Turkish Süper Lig,2000,180000,57
240787,H. Traorè,17,Ivory Coast,Empoli,Italian Serie B,1000,230000,57
190099,G. Sava,30,Romania,Dundalk,Rep. Ireland Premier Division,1000,70000,57
234644,V. Vujinovic,18,Germany,Karlsruher SC,German 3. Liga,1000,220000,57
239508,Y. Martelat,20,France,Olympique Lyonnais,French Ligue 1,6000,200000,57
229269,Z. Westbrooke,20,England,Brentford,English Championship,5000,230000,57
234645,N. McGinley,20,England,Middlesbrough,English Championship,2000,200000,57
239765,D. Srnić,25,Serbia,Śląsk Wrocław,Polish Ekstraklasa,1000,110000,57
239510,M. Köbbing,20,Germany,1. FC Heidenheim,German 2. Bundesliga,1000,160000,57
240279,R. Cardozo,28,Paraguay,Águilas Doradas,Colombian Primera A,1000,80000,57
240536,M. Delley,28,Switzerland,FC Lausanne-Sports,Swiss Super League,2000,100000,57
232857,Yu In Soo,22,Korea Republic,F.C. Tokyo,Japanese J1 League,2000,150000,57
239513,J. Earl,18,England,Preston North End,English Championship,1000,150000,57
233115,R. Cole,19,England,Newport County,English Championship,3000,220000,57
239259,R. Bushiri,17,Belgium,KV Oostende,Belgian First Division A,1000,180000,57
239515,A. Cavagnera,18,Belgium,Standard de Liège,Belgian First Division A,1000,190000,57
202141,Y. Mersin,22,Turkey,Crawley Town,English League Two,1000,110000,57
237981,J. Torres,20,Colombia,Atlético Bucaramanga,Colombian Primera A,1000,210000,57
231582,N. D'Agostino,19,Australia,Brisbane Roar,Australian A-League,1000,170000,57
237470,D. Casey,19,Republic of Ireland,Bohemian FC,Rep. Ireland Premier Division,1000,150000,57
237215,N. Depuy,22,United States,Montreal Impact,USA Major League Soccer,1000,140000,57
237983,M. Nazarit,19,Colombia,CD Once Caldas Manizales,Colombian Primera A,1000,130000,57
203424,E. Whitehouse,23,England,Lincoln City,English League Two,2000,160000,57
227744,M. Quiñones,21,Colombia,Deportivo Pasto,Colombian Primera A,1000,120000,57
231840,V. Müller,18,Austria,SCR Altach,Austrian Bundesliga,1000,160000,57
237729,G. Chará,21,Colombia,Asociacion Deportivo Cali,Colombian Primera A,1000,150000,57
237218,J. Hayes,22,United States,FC Dallas,USA Major League Soccer,1000,160000,57
240550,O. Güçtekin,18,Turkey,Fenerbahçe SK,Turkish Süper Lig,4000,190000,57
226473,M. Kelly,19,Scotland,Bristol Rovers,English League One,1000,130000,57
237225,H. Arellano,19,United States,LA Galaxy,USA Major League Soccer,1000,160000,57
224426,N. Bürgy,21,Switzerland,FC Thun,Swiss Super League,2000,160000,57
235946,S. Lomónaco,18,Argentina,Arsenal de Sarandí,Argentinian Superliga,1000,220000,57
213419,B. Kasprzak,24,Poland,Sandecja Nowy Sącz,Polish Ekstraklasa,1000,140000,57
220843,A. Peñaranda,23,Colombia,Corporación Club Deportivo Tuluá,Colombian Primera A,1000,140000,57
230571,A. Azbague,22,Morocco,Valenciennes FC,French Ligue 2,1000,170000,57
218284,Jong Il Gwan,24,Korea DPR,FC Luzern,Swiss Super League,2000,140000,57
238508,U. Fredriksen,18,Norway,Sogndal,Norwegian Eliteserien,1000,190000,57
184492,L. Fitzgerald,28,Republic of Ireland,Bohemian FC,Rep. Ireland Premier Division,1000,80000,57
232621,S. Takahashi,21,Japan,Sanfrecce Hiroshima,Japanese J1 League,1000,140000,57
227759,C. Miller,19,Scotland,Celtic,Scottish Premiership,3000,200000,57
235952,A. Pucheta,22,Argentina,San Martín de San Juan,Argentinian Superliga,1000,120000,57
240048,L. Nash,21,England,Gillingham,English League One,1000,160000,57
189872,M. Salmon,28,Republic of Ireland,Bray Wanderers,Rep. Ireland Premier Division,1000,100000,57
231603,J. Adelson,21,Australia,Newcastle Jets,Australian A-League,1000,160000,57
231859,C. Brown,25,United States,Houston Dynamo,USA Major League Soccer,1000,100000,57
239028,A. Koita,18,Belgium,KAA Gent,Belgian First Division A,2000,210000,57
236725,F. Britos,21,Argentina,Unión de Santa Fe,Argentinian Superliga,2000,170000,57
237749,D. Suga,18,Japan,Hokkaido Consadole Sapporo,Japanese J1 League,1000,220000,57
239797,M. Lansing,23,United States,Aalborg BK,Danish Superliga,1000,120000,57
238518,F. Pardo,20,Argentina,Belgrano de Córdoba,Argentinian Superliga,1000,160000,57
233655,R. Holden,19,Northern Ireland,Bristol City,English Championship,3000,220000,57
235703,A. Beestin,19,England,Doncaster Rovers,English League One,1000,140000,57
208312,P. Millien,31,Haiti,Finn Harps,Rep. Ireland Premier Division,1000,90000,57
224952,Z. Faour,19,Sweden,IK Sirius,Swedish Allsvenskan,1000,220000,57
240056,D. Minz,18,Germany,RB Leipzig,German Bundesliga,4000,140000,57
240312,I. Paro,22,Burkina Faso,Chamois Niortais FC,French Ligue 2,1000,150000,57
237753,T. Iida,22,Japan,Shimizu S-Pulse,Japanese J1 League,1000,120000,57
238265,Ahn Joong Geun,23,Korea Republic,Gangwon FC,Korean K League Classic,1000,140000,57
213434,J. Brown,22,Jamaica,Cambridge United,English League Two,3000,180000,57
223676,R. Renner,23,Austria,SV Mattersburg,Austrian Bundesliga,3000,150000,57
225981,A. Pearce,20,Australia,Central Coast Mariners,Australian A-League,1000,190000,57
240829,E. Amenyido,19,Germany,VVV-Venlo,Holland Eredivisie,4000,220000,57
223167,D. Wilson,20,England,Wolverhampton Wanderers,English Championship,6000,180000,57
226239,A. Madiani,21,France,US Quevilly-Rouen,French Ligue 2,1000,150000,57
198337,V. Grodås,25,Norway,Sogndal,Norwegian Eliteserien,1000,110000,57
208065,Kim Dong Gi,28,Korea Republic,Pohang Steelers,Korean K League Classic,2000,110000,57
228289,T. Vialla,21,France,AC Ajaccio,French Ligue 2,1000,170000,57
222146,J. Balanta,20,Colombia,Asociacion Deportivo Cali,Colombian Primera A,1000,170000,57
237507,Park Yi-Young,23,Korea Republic,FC St. Pauli,German 2. Bundesliga,2000,140000,57
225477,V. Zigrossi,20,Italy,Virtus Entella,Italian Serie B,1000,210000,57
233669,A. Samizadeh,18,Iran,Kilmarnock,Scottish Premiership,1000,220000,57
240837,M. Yandaş,22,Turkey,Medicana Sivasspor,Turkish Süper Lig,2000,150000,57
238023,L. Bezzat,20,Netherlands,VVV-Venlo,Holland Eredivisie,2000,180000,57
233416,L. Burke,19,England,Wigan Athletic,English League One,1000,200000,57
240328,A. Ba Masoud,21,Saudi Arabia,Al Fayha,Saudi Professional League,4000,180000,57
238025,V. Bogaerts,19,Netherlands,VVV-Venlo,Holland Eredivisie,1000,190000,57
240073,T. Demol,19,Belgium,Royal Excel Mouscron,Belgian First Division A,1000,220000,57
240329,B. Taz,18,Germany,1. FC Union Berlin,German 2. Bundesliga,3000,230000,57
240074,B. Dione,20,Belgium,Royal Excel Mouscron,Belgian First Division A,2000,170000,57
201419,G. Shaw,25,Republic of Ireland,Shamrock Rovers,Rep. Ireland Premier Division,1000,140000,57
240075,R. Nzeza,18,France,Royal Excel Mouscron,Belgian First Division A,1000,190000,57
224460,N. Castrillón,21,Colombia,Corporación Club Deportivo Tuluá,Colombian Primera A,1000,160000,57
239308,T. Ivanof,19,Belgium,KV Kortrijk,Belgian First Division A,1000,220000,57
240844,A. Maksimenko,21,Russia,FC SKA-Energiya Khabarovsk,Russian Premier League,3000,180000,57
236749,J. Skomsøy Bjerkås,24,Norway,Kristiansund BK,Norwegian Eliteserien,1000,120000,57
237773,C. González,19,Mexico,Club Atlas,Mexican Liga MX,2000,140000,57
238285,J. Pirttijoki,20,Finland,GIF Sundsvall,Swedish Allsvenskan,1000,140000,57
216526,A. Gogić,23,Cyprus,Hamilton Academical FC,Scottish Premiership,1000,130000,57
240078,L. Matarrese,20,Belgium,Sint-Truidense VV,Belgian First Division A,1000,160000,57
213967,C. Mafoumbi,23,France,Blackpool,English League One,1000,100000,57
235216,B. Fox,19,England,Burton Albion,English Championship,1000,220000,57
239568,A. Kovačević,23,Bosnia Herzegovina,Korona Kielce,Polish Ekstraklasa,1000,120000,57
240336,T. Chakwana,18,England,Burnley,English Premier League,4000,190000,57
240848,Y. Ivakin,18,Russia,Arsenal Tula,Russian Premier League,2000,210000,57
240849,P. Borisov,19,Russia,Arsenal Tula,Russian Premier League,2000,170000,57
231122,S. Pedersen,18,Norway,Stabæk Fotball,Norwegian Eliteserien,1000,170000,57
231890,I. Al Shehri,21,Saudi Arabia,Al Ittihad,Saudi Professional League,4000,170000,57
233939,O. Jackson,18,England,Milton Keynes Dons,English League One,1000,190000,57
238035,A. Hoven,19,Norway,Strømsgodset IF,Norwegian Eliteserien,1000,200000,57
240852,D. Buranov,21,Russia,Arsenal Tula,Russian Premier League,3000,140000,57
225750,J. Crowe,19,Republic of Ireland,Limerick FC,Rep. Ireland Premier Division,2000,200000,57
237014,S. Akinola,24,Nigeria,Barnet,English League Two,2000,140000,57
240599,C. Hendry,19,Scotland,St. Johnstone FC,Scottish Premiership,1000,220000,57
226521,E. Andersson,20,Sweden,Malmö FF,Swedish Allsvenskan,1000,180000,57
202970,Jung Seung Yong,26,Korea Republic,Gangwon FC,Korean K League Classic,1000,100000,57
220635,T. Conlon,21,England,Stevenage,English League Two,2000,170000,57
235995,A. Borkovic,18,Austria,FK Austria Wien,Austrian Bundesliga,2000,190000,57
236252,V. Karakuş,19,Turkey,Kayserispor,Turkish Süper Lig,1000,180000,57
238300,M. Pais,26,United States,Toronto FC,USA Major League Soccer,1000,100000,57
238812,N. Al Shenashini,21,Saudi Arabia,Al Nassr,Saudi Professional League,4000,180000,57
227806,D. Barlaser,20,Turkey,Newcastle United,English Premier League,6000,230000,57
237279,S. Shome,19,Canada,Montreal Impact,USA Major League Soccer,1000,180000,57
221920,A. Andreasson,23,Sweden,Jönköpings Södra IF,Swedish Allsvenskan,1000,140000,57
239840,K. Al Muwallad,22,Saudi Arabia,Ohod Club,Saudi Professional League,3000,130000,57
219873,R. Etheridge,22,England,Doncaster Rovers,English League One,1000,120000,57
226785,N. Besler,24,United States,Real Salt Lake,USA Major League Soccer,1000,140000,57
232673,M. Al Haidari,21,Saudi Arabia,Al Hilal,Saudi Professional League,3000,130000,57
237793,T. Fukumitsu,25,Japan,Cerezo Osaka,Japanese J1 League,1000,110000,57
233954,C. Calderón,20,Mexico,Club Atlas,Mexican Liga MX,2000,180000,57
237794,T. Kishimoto,19,Japan,Cerezo Osaka,Japanese J1 League,1000,220000,57
240099,K. Rüegg,18,Switzerland,FC Zürich,Swiss Super League,1000,190000,57
236004,E. Öztürk,21,Germany,Kayserispor,Turkish Süper Lig,2000,160000,57
207589,M. Nilsson,23,Sweden,Halmstads BK,Swedish Allsvenskan,1000,110000,57
229349,J. Thorniley,20,England,Accrington Stanley,English League Two,5000,160000,57
235237,R. Jendrusch,21,Germany,FC Erzgebirge Aue,German 2. Bundesliga,1000,130000,57
233702,Dudu,21,Brazil,Kashiwa Reysol,Japanese J1 League,2000,160000,57
192230,M. Jackson,26,England,Newport County,English League Two,2000,120000,57
239847,D. Cogill,19,England,Huddersfield Town,English Premier League,3000,160000,57
234216,N. Herranz,23,Argentina,Bahía Blanca,Argentinian Superliga,1000,130000,57
225001,K. Wootton,20,England,Stevenage,English League Two,2000,150000,57
240105,D. López,17,Mexico,Club Tijuana,Mexican Liga MX,2000,170000,57
231914,D. Margush,19,Australia,Adelaide United,Australian A-League,1000,180000,57
233707,S. Haugen,19,Norway,Odds BK,Norwegian Eliteserien,1000,200000,57
224748,C. Yıldız,22,Germany,İstanbul Başakşehir FK,Turkish Süper Lig,3000,140000,57
226028,A. Yarmolitskiy,23,Russia,Arsenal Tula,Russian Premier League,3000,140000,57
232684,T. Akahoshi,33,Japan,Sagan Tosu,Japanese J1 League,1000,50000,57
238060,N. Trott,18,England,West Ham United,English Premier League,3000,170000,57
236525,R. Lowry,23,Australia,Wellington Phoenix,Australian A-League,1000,120000,57
232942,T. Muramatsu,27,Japan,Shimizu S-Pulse,Japanese J1 League,1000,90000,57
235247,S. Smith,19,England,Reading,English Championship,3000,220000,57
217332,E. Monthe,22,Cameroon,Forest Green,English League Two,2000,120000,57
239349,B. Vliet,19,Netherlands,NAC Breda,Holland Eredivisie,1000,170000,57
231926,T. Clarke,19,Republic of Ireland,Shamrock Rovers,Rep. Ireland Premier Division,1000,220000,57
